GEMS Station Number,Date,Time,0.3,Parameter,0,,Value,Unit,Fair
DEU01371,2023-03-06,00:00,0.3,pH,0,,7.8,---,Fair
DEU01371,2023-05-08,00:00,0.3,pH,0,,7.6,---,Fair
DEU01371,2023-10-04,00:00,0.3,O2-Dis,0,,8.3,mg/l,Fair
DEU01371,2023-11-06,00:00,0.3,TEMP,0,,11.1,°C,Fair
DEU01371,2023-01-09,00:00,0.3,pH,0,,7.8,---,Fair
DEU01371,2023-02-06,00:00,0.3,pH,0,,7.9,---,Fair
DEU01371,2023-06-05,00:00,0.3,pH,0,,7.7,---,Fair
DEU01371,2023-08-07,00:00,0.3,TEMP,0,,19.5,°C,Fair
DEU01371,2023-08-07,00:00,0.3,pH,0,,7.7,---,Fair
DEU01371,2023-09-04,00:00,0.3,TEMP,0,,21.0,°C,Fair
DEU01371,2023-09-04,00:00,0.3,pH,0,,7.7,---,Fair
DEU01371,2023-11-06,00:00,0.3,pH,0,,7.7,---,Fair
DEU01371,2023-12-04,00:00,0.3,TEMP,0,,3.3,°C,Fair
DEU01371,2023-01-09,00:00,0.3,TEMP,0,,6.1,°C,Fair
DEU01371,2023-04-03,00:00,0.3,TEMP,0,,7.7,°C,Fair
DEU01371,2023-05-08,00:00,0.3,O2-Dis,0,,9.8,mg/l,Fair
DEU01371,2023-06-05,00:00,0.3,TEMP,0,,21.1,°C,Fair
DEU01371,2023-07-10,00:00,0.3,TEMP,0,,24.0,°C,Fair
DEU01371,2023-08-07,00:00,0.3,O2-Dis,0,,8.4,mg/l,Fair
DEU01371,2023-10-04,00:00,0.3,pH,0,,7.5,---,Fair
DEU01371,2023-12-04,00:00,0.3,pH,0,,7.8,---,Fair
DEU01372,2023-01-04,00:00,0.3,O2-Dis,0,,11.9,mg/l,Fair
DEU01372,2023-01-04,00:00,0.3,pH,0,,7.9,---,Fair
DEU01372,2023-03-29,00:00,0.3,O2-Dis,0,,12.1,mg/l,Fair
DEU01372,2023-05-31,00:00,0.3,O2-Dis,0,,13.8,mg/l,Fair
DEU01372,2023-07-04,00:00,0.3,O2-Dis,0,,7.8,mg/l,Fair
DEU01372,2023-08-01,00:00,0.3,TEMP,0,,20.6,°C,Fair
DEU01372,2023-08-01,00:00,0.3,pH,0,,7.9,---,Fair
DEU01372,2023-10-24,00:00,0.3,TEMP,0,,12.7,°C,Fair
DEU01372,2023-01-04,00:00,0.3,TEMP,0,,5.7,°C,Fair
DEU01372,2023-01-26,00:00,0.3,O2-Dis,0,,12.1,mg/l,Fair
DEU01372,2023-03-29,00:00,0.3,TEMP,0,,8.7,°C,Fair
DEU01372,2023-05-03,00:00,0.3,O2-Dis,0,,10.7,mg/l,Fair
DEU01372,2023-07-04,00:00,0.3,TEMP,0,,20.2,°C,Fair
DEU01372,2023-08-29,00:00,0.3,O2-Dis,0,,7.5,mg/l,Fair
DEU01372,2023-09-26,00:00,0.3,pH,0,,8.7,---,Fair
DEU01372,2023-10-24,00:00,0.3,pH,0,,8.0,---,Fair
DEU01372,2023-11-28,00:00,0.3,TEMP,0,,5.4,°C,Fair
DEU01372,2023-11-28,00:00,0.3,O2-Dis,0,,11.0,mg/l,Fair
DEU01372,2023-05-31,00:00,0.3,TEMP,0,,20.1,°C,Fair
DEU01372,2023-07-04,00:00,0.3,pH,0,,8.1,---,Fair
DEU01372,2023-08-29,00:00,0.3,TEMP,0,,20.5,°C,Fair
DEU01372,2023-08-29,00:00,0.3,pH,0,,8.3,---,Fair
DEU01372,2023-09-26,00:00,0.3,O2-Dis,0,,9.0,mg/l,Fair
DEU01372,2023-01-26,00:00,0.3,pH,0,,8.1,---,Fair
DEU01372,2023-02-28,00:00,0.3,TEMP,0,,8.2,°C,Fair
DEU01372,2023-02-28,00:00,0.3,pH,0,,7.6,---,Fair
DEU01372,2023-05-03,00:00,0.3,TEMP,0,,14.0,°C,Fair
DEU01372,2023-05-03,00:00,0.3,pH,0,,7.9,---,Fair
DEU01372,2023-08-01,00:00,0.3,O2-Dis,0,,7.6,mg/l,Fair
DEU01372,2023-11-28,00:00,0.3,pH,0,,8.1,---,Fair
DEU01372,2023-01-26,00:00,0.3,TEMP,0,,3.3,°C,Fair
DEU01372,2023-02-28,00:00,0.3,O2-Dis,0,,10.3,mg/l,Fair
DEU01372,2023-03-29,00:00,0.3,pH,0,,8.1,---,Fair
DEU01372,2023-05-31,00:00,0.3,pH,0,,8.8,---,Fair
DEU01372,2023-09-26,00:00,0.3,TEMP,0,,19.8,°C,Fair
DEU01372,2023-10-24,00:00,0.3,O2-Dis,0,,8.9,mg/l,Fair
DEU01373,2023-05-03,00:00,0.3,TEMP,0,,15.6,°C,Fair
DEU01373,2023-05-31,00:00,0.3,pH,0,,7.4,---,Fair
DEU01373,2023-09-26,00:00,0.3,TEMP,0,,19.4,°C,Fair
DEU01373,2023-10-24,00:00,0.3,pH,0,,7.6,---,Fair
DEU01373,2023-01-04,00:00,0.3,O2-Dis,0,,9.7,mg/l,Fair
DEU01373,2023-01-04,00:00,0.3,pH,0,,7.5,---,Fair
DEU01373,2023-02-28,00:00,0.3,O2-Dis,0,,10.5,mg/l,Fair
DEU01373,2023-02-28,00:00,0.3,pH,0,,7.6,---,Fair
DEU01373,2023-03-29,00:00,0.3,pH,0,,7.6,---,Fair
DEU01373,2023-07-04,00:00,0.3,O2-Dis,0,,6.7,mg/l,Fair
DEU01373,2023-08-01,00:00,0.3,TEMP,0,,20.6,°C,Fair
DEU01373,2023-08-01,00:00,0.3,pH,0,,7.4,---,Fair
DEU01373,2023-11-28,00:00,0.3,TEMP,0,,7.1,°C,Fair
DEU01373,2023-01-26,00:00,0.3,O2-Dis,0,,12.1,mg/l,Fair
DEU01373,2023-05-31,00:00,0.3,TEMP,0,,19.7,°C,Fair
DEU01373,2023-05-31,00:00,0.3,O2-Dis,0,,7.5,mg/l,Fair
DEU01373,2023-07-04,00:00,0.3,pH,0,,7.5,---,Fair
DEU01373,2023-09-26,00:00,0.3,pH,0,,7.5,---,Fair
DEU01373,2023-10-24,00:00,0.3,TEMP,0,,13.8,°C,Fair
DEU01373,2023-01-26,00:00,0.3,TEMP,0,,2.7,°C,Fair
DEU01373,2023-01-26,00:00,0.3,pH,0,,8.1,---,Fair
DEU01373,2023-05-03,00:00,0.3,O2-Dis,0,,10.1,mg/l,Fair
DEU01373,2023-08-01,00:00,0.3,O2-Dis,0,,6.7,mg/l,Fair
DEU01373,2023-09-26,00:00,0.3,O2-Dis,0,,6.6,mg/l,Fair
DEU01373,2023-10-24,00:00,0.3,O2-Dis,0,,8.5,mg/l,Fair
DEU01373,2023-11-28,00:00,0.3,O2-Dis,0,,9.6,mg/l,Fair
DEU01373,2023-11-28,00:00,0.3,pH,0,,7.6,---,Fair
DEU01373,2023-01-04,00:00,0.3,TEMP,0,,8.5,°C,Fair
DEU01373,2023-02-28,00:00,0.3,TEMP,0,,7.5,°C,Fair
DEU01373,2023-03-29,00:00,0.3,TEMP,0,,10.6,°C,Fair
DEU01373,2023-03-29,00:00,0.3,O2-Dis,0,,10.8,mg/l,Fair
DEU01373,2023-05-03,00:00,0.3,pH,0,,7.6,---,Fair
DEU01373,2023-07-04,00:00,0.3,TEMP,0,,20.6,°C,Fair
DEU01404,2023-01-23,00:00,0.3,NO3N,0,,7.494594534,mg/l,Fair
DEU01404,2023-02-27,00:00,0.3,TEMP,0,,2.3,°C,Fair
DEU01404,2023-03-20,00:00,0.3,NO3N,0,,6.69527044,mg/l,Fair
DEU01404,2023-03-20,00:00,0.3,O2-Dis,0,,11.5,mg/l,Fair
DEU01404,2023-04-26,00:00,0.3,TEMP,0,,8.1,°C,Fair
DEU01404,2023-07-19,00:00,0.3,TEMP,0,,20.1,°C,Fair
DEU01404,2023-08-21,00:00,0.3,NO3N,0,,2.298423588,mg/l,Fair
DEU01404,2023-08-21,00:00,0.3,TEMP,0,,21.7,°C,Fair
DEU01404,2023-09-18,00:00,0.3,O2-Dis,0,,7.7,mg/l,Fair
DEU01404,2023-10-16,00:00,0.3,NO3N,0,,2.99774752,mg/l,Fair
DEU01404,2023-11-13,00:00,0.3,NO3N,0,,3.797297348,mg/l,Fair
DEU01404,2023-11-13,00:00,0.3,TEMP,0,,6.9,°C,Fair
DEU01404,2023-09-18,00:00,0.3,NO3N,0,,3.89729751,mg/l,Fair
DEU01404,2023-09-18,00:00,0.3,pH,0,,7.7,---,Fair
DEU01404,2023-10-16,00:00,0.3,pH,0,,7.7,---,Fair
DEU01404,2023-11-13,00:00,0.3,O2-Dis,0,,10.2,mg/l,Fair
DEU01404,2023-03-20,00:00,0.3,pH,0,,7.5,---,Fair
DEU01404,2023-06-19,00:00,0.3,TEMP,0,,18.2,°C,Fair
DEU01404,2023-06-19,00:00,0.3,O2-Dis,0,,8.3,mg/l,Fair
DEU01404,2023-06-19,00:00,0.3,pH,0,,7.6,---,Fair
DEU01404,2023-07-19,00:00,0.3,pH,0,,7.8,---,Fair
DEU01404,2023-01-23,00:00,0.3,TEMP,0,,2.3,°C,Fair
DEU01404,2023-02-27,00:00,0.3,O2-Dis,0,,12.9,mg/l,Fair
DEU01404,2023-07-19,00:00,0.3,O2-Dis,0,,7.7,mg/l,Fair
DEU01404,2023-10-16,00:00,0.3,TEMP,0,,10.4,°C,Fair
DEU01404,2023-11-13,00:00,0.3,pH,0,,7.6,---,Fair
DEU01404,2023-12-11,00:00,0.3,TEMP,0,,4.8,°C,Fair
DEU01404,2023-01-23,00:00,0.3,pH,0,,7.6,---,Fair
DEU01404,2023-03-20,00:00,0.3,TEMP,0,,6.8,°C,Fair
DEU01404,2023-04-26,00:00,0.3,pH,0,,7.5,---,Fair
DEU01404,2023-05-24,00:00,0.3,NO3N,0,,5.296171108,mg/l,Fair
DEU01404,2023-06-19,00:00,0.3,NO3N,0,,4.197072262,mg/l,Fair
DEU01404,2023-07-19,00:00,0.3,NO3N,0,,3.697297186,mg/l,Fair
DEU01404,2023-08-21,00:00,0.3,pH,0,,7.5,---,Fair
DEU01404,2023-10-16,00:00,0.3,O2-Dis,0,,8.5,mg/l,Fair
DEU01404,2023-01-23,00:00,0.3,O2-Dis,0,,12.9,mg/l,Fair
DEU01404,2023-02-27,00:00,0.3,NO3N,0,,6.395495688,mg/l,Fair
DEU01404,2023-02-27,00:00,0.3,pH,0,,7.6,---,Fair
DEU01404,2023-04-26,00:00,0.3,NO3N,0,,5.39617127,mg/l,Fair
DEU01404,2023-04-26,00:00,0.3,O2-Dis,0,,10.5,mg/l,Fair
DEU01404,2023-05-24,00:00,0.3,TEMP,0,,13.8,°C,Fair
DEU01404,2023-05-24,00:00,0.3,O2-Dis,0,,7.3,mg/l,Fair
DEU01404,2023-05-24,00:00,0.3,pH,0,,7.4,---,Fair
DEU01404,2023-08-21,00:00,0.3,O2-Dis,0,,6.5,mg/l,Fair
DEU01404,2023-09-18,00:00,0.3,TEMP,0,,17.0,°C,Fair
DEU01404,2023-12-11,00:00,0.3,NO3N,0,,5.79572045,mg/l,Fair
DEU01404,2023-12-11,00:00,0.3,O2-Dis,0,,11.5,mg/l,Fair
DEU01404,2023-12-11,00:00,0.3,pH,0,,7.4,---,Fair
DEU01454,2023-01-11,00:00,0.3,TEMP,0,,7.2,°C,Fair
DEU01454,2023-01-11,00:00,0.3,O2-Dis,0,,11.7,mg/l,Fair
DEU01454,2023-02-08,00:00,0.3,pH,0,,7.89,---,Fair
DEU01454,2023-03-08,00:00,0.3,O2-Dis,0,,12.7,mg/l,Fair
DEU01454,2023-07-04,00:00,0.3,TEMP,0,,20.3,°C,Fair
DEU01454,2023-12-04,00:00,0.3,TEMP,0,,2.5,°C,Fair
DEU01454,2023-11-06,00:00,0.3,TEMP,0,,10.7,°C,Fair
DEU01454,2023-11-06,00:00,0.3,O2-Dis,0,,9.6,mg/l,Fair
DEU01454,2023-04-11,00:00,0.3,pH,0,,8.12,---,Fair
DEU01454,2023-06-05,00:00,0.3,pH,0,,7.72,---,Fair
DEU01454,2023-07-04,00:00,0.3,O2-Dis,0,,5.4,mg/l,Fair
DEU01454,2023-07-04,00:00,0.3,pH,0,,7.7,---,Fair
DEU01454,2023-01-11,00:00,0.3,pH,0,,7.9,---,Fair
DEU01454,2023-02-08,00:00,0.3,O2-Dis,0,,13.8,mg/l,Fair
DEU01454,2023-03-08,00:00,0.3,pH,0,,7.96,---,Fair
DEU01454,2023-08-02,00:00,0.3,TEMP,0,,20.3,°C,Fair
DEU01454,2023-08-02,00:00,0.3,pH,0,,7.7,---,Fair
DEU01454,2023-09-04,00:00,0.3,O2-Dis,0,,5.5,mg/l,Fair
DEU01454,2023-09-04,00:00,0.3,pH,0,,7.57,---,Fair
DEU01454,2023-10-04,00:00,0.3,O2-Dis,0,,6.1,mg/l,Fair
DEU01454,2023-12-04,00:00,0.3,O2-Dis,0,,12.9,mg/l,Fair
DEU01454,2023-12-04,00:00,0.3,pH,0,,7.89,---,Fair
DEU01454,2023-02-08,00:00,0.3,TEMP,0,,2.8,°C,Fair
DEU01454,2023-04-11,00:00,0.3,TEMP,0,,9.5,°C,Fair
DEU01454,2023-04-11,00:00,0.3,O2-Dis,0,,11.5,mg/l,Fair
DEU01454,2023-05-10,00:00,0.3,O2-Dis,0,,9.9,mg/l,Fair
DEU01454,2023-08-02,00:00,0.3,O2-Dis,0,,5.4,mg/l,Fair
DEU01454,2023-10-04,00:00,0.3,TEMP,0,,17.7,°C,Fair
DEU01454,2023-10-04,00:00,0.3,pH,0,,7.7,---,Fair
DEU01454,2023-03-08,00:00,0.3,TEMP,0,,4.2,°C,Fair
DEU01454,2023-05-10,00:00,0.3,TEMP,0,,14.0,°C,Fair
DEU01454,2023-05-10,00:00,0.3,pH,0,,8.03,---,Fair
DEU01454,2023-06-05,00:00,0.3,TEMP,0,,18.3,°C,Fair
DEU01454,2023-06-05,00:00,0.3,O2-Dis,0,,6.7,mg/l,Fair
DEU01454,2023-09-04,00:00,0.3,TEMP,0,,21.0,°C,Fair
DEU01454,2023-11-06,00:00,0.3,pH,0,,7.9,---,Fair
DEU01455,2023-01-16,00:00,0.3,O2-Dis,0,,11.5,mg/l,Fair
DEU01455,2023-02-20,00:00,0.3,O2-Dis,0,,12.2,mg/l,Fair
DEU01455,2023-03-15,00:00,0.3,O2-Dis,0,,12.3,mg/l,Fair
DEU01455,2023-04-18,00:00,0.3,TEMP,0,,10.2,°C,Fair
DEU01455,2023-06-08,00:00,0.3,O2-Dis,0,,8.7,mg/l,Fair
DEU01455,2023-09-13,00:00,0.3,TEMP,0,,16.2,°C,Fair
DEU01455,2023-12-11,00:00,0.3,TEMP,0,,5.8,°C,Fair
DEU01455,2023-02-20,00:00,0.3,TEMP,0,,5.7,°C,Fair
DEU01455,2023-03-15,00:00,0.3,TEMP,0,,5.7,°C,Fair
DEU01455,2023-04-18,00:00,0.3,pH,0,,7.8,---,Fair
DEU01455,2023-06-08,00:00,0.3,pH,0,,7.9,---,Fair
DEU01455,2023-10-17,00:00,0.3,O2-Dis,0,,10.4,mg/l,Fair
DEU01455,2023-11-21,00:00,0.3,pH,0,,7.7,---,Fair
DEU01455,2023-01-16,00:00,0.3,TEMP,0,,5.5,°C,Fair
DEU01455,2023-06-27,00:00,0.3,O2-Dis,0,,8.1,mg/l,Fair
DEU01455,2023-08-16,00:00,0.3,O2-Dis,0,,8.3,mg/l,Fair
DEU01455,2023-08-16,00:00,0.3,pH,0,,7.8,---,Fair
DEU01455,2023-11-21,00:00,0.3,TEMP,0,,8.6,°C,Fair
DEU01455,2023-12-11,00:00,0.3,pH,0,,7.58,---,Fair
DEU01455,2023-02-20,00:00,0.3,pH,0,,7.8,---,Fair
DEU01455,2023-04-18,00:00,0.3,O2-Dis,0,,10.2,mg/l,Fair
DEU01455,2023-08-16,00:00,0.3,TEMP,0,,17.5,°C,Fair
DEU01455,2023-09-13,00:00,0.3,O2-Dis,0,,8.2,mg/l,Fair
DEU01455,2023-10-17,00:00,0.3,pH,0,,7.8,---,Fair
DEU01455,2023-11-21,00:00,0.3,O2-Dis,0,,10.3,mg/l,Fair
DEU01455,2023-12-11,00:00,0.3,O2-Dis,0,,11.2,mg/l,Fair
DEU01455,2023-01-16,00:00,0.3,pH,0,,7.6,---,Fair
DEU01455,2023-03-15,00:00,0.3,pH,0,,7.4,---,Fair
DEU01455,2023-06-08,00:00,0.3,TEMP,0,,16.1,°C,Fair
DEU01455,2023-06-27,00:00,0.3,TEMP,0,,17.3,°C,Fair
DEU01455,2023-06-27,00:00,0.3,pH,0,,7.9,---,Fair
DEU01455,2023-09-13,00:00,0.3,pH,0,,7.9,---,Fair
DEU01455,2023-10-17,00:00,0.3,TEMP,0,,9.9,°C,Fair
DEU01456,2023-03-08,00:00,0.3,O2-Dis,0,,13.3,mg/l,Fair
DEU01456,2023-04-11,00:00,0.3,pH,0,,8.39,---,Fair
DEU01456,2023-06-05,00:00,0.3,pH,0,,8.82,---,Fair
DEU01456,2023-07-04,00:00,0.3,pH,0,,8.72,---,Fair
DEU01456,2023-08-02,00:00,0.3,O2-Dis,0,,9.1,mg/l,Fair
DEU01456,2023-08-02,00:00,0.3,pH,0,,8.2,---,Fair
DEU01456,2023-09-04,00:00,0.3,pH,0,,8.82,---,Fair
DEU01456,2023-12-04,00:00,0.3,O2-Dis,0,,13.7,mg/l,Fair
DEU01456,2023-02-08,00:00,0.3,pH,0,,8.05,---,Fair
DEU01456,2023-04-11,00:00,0.3,TEMP,0,,9.6,°C,Fair
DEU01456,2023-05-10,00:00,0.3,TEMP,0,,15.0,°C,Fair
DEU01456,2023-06-05,00:00,0.3,O2-Dis,0,,11.7,mg/l,Fair
DEU01456,2023-08-02,00:00,0.3,TEMP,0,,19.8,°C,Fair
DEU01456,2023-10-04,00:00,0.3,TEMP,0,,17.7,°C,Fair
DEU01456,2023-11-06,00:00,0.3,O2-Dis,0,,10.7,mg/l,Fair
DEU01456,2023-01-11,00:00,0.3,TEMP,0,,7.5,°C,Fair
DEU01456,2023-01-11,00:00,0.3,O2-Dis,0,,12.0,mg/l,Fair
DEU01456,2023-02-08,00:00,0.3,TEMP,0,,2.8,°C,Fair
DEU01456,2023-02-08,00:00,0.3,O2-Dis,0,,14.4,mg/l,Fair
DEU01456,2023-03-08,00:00,0.3,pH,0,,8.08,---,Fair
DEU01456,2023-07-04,00:00,0.3,O2-Dis,0,,10.1,mg/l,Fair
DEU01456,2023-12-04,00:00,0.3,TEMP,0,,2.0,°C,Fair
DEU01456,2023-12-04,00:00,0.3,pH,0,,8.07,---,Fair
DEU01456,2023-03-08,00:00,0.3,TEMP,0,,4.0,°C,Fair
DEU01456,2023-07-04,00:00,0.3,TEMP,0,,19.2,°C,Fair
DEU01456,2023-09-04,00:00,0.3,TEMP,0,,20.4,°C,Fair
DEU01456,2023-09-04,00:00,0.3,O2-Dis,0,,13.0,mg/l,Fair
DEU01456,2023-10-04,00:00,0.3,O2-Dis,0,,9.9,mg/l,Fair
DEU01456,2023-11-06,00:00,0.3,TEMP,0,,10.4,°C,Fair
DEU01456,2023-01-11,00:00,0.3,pH,0,,8.1,---,Fair
DEU01456,2023-04-11,00:00,0.3,O2-Dis,0,,12.4,mg/l,Fair
DEU01456,2023-05-10,00:00,0.3,O2-Dis,0,,11.6,mg/l,Fair
DEU01456,2023-05-10,00:00,0.3,pH,0,,8.8,---,Fair
DEU01456,2023-06-05,00:00,0.3,TEMP,0,,20.3,°C,Fair
DEU01456,2023-10-04,00:00,0.3,pH,0,,8.3,---,Fair
DEU01456,2023-11-06,00:00,0.3,pH,0,,8.0,---,Fair
DEU01457,2023-01-19,00:00,0.3,O2-Dis,0,,12.26,mg/l,Fair
DEU01457,2023-02-08,00:00,0.3,TEMP,0,,2.9,°C,Fair
DEU01457,2023-02-08,00:00,0.3,O2-Dis,0,,13.27,mg/l,Fair
DEU01457,2023-02-23,00:00,0.3,pH,0,,8.4,---,Fair
DEU01457,2023-04-05,00:00,0.3,pH,0,,8.3,---,Fair
DEU01457,2023-04-20,00:00,0.3,O2-Dis,0,,11.49,mg/l,Fair
DEU01457,2023-05-25,00:00,0.3,pH,0,,7.7,---,Fair
DEU01457,2023-06-07,00:00,0.3,TEMP,0,,22.8,°C,Fair
DEU01457,2023-06-07,00:00,0.3,O2-Dis,0,,8.24,mg/l,Fair
DEU01457,2023-07-05,00:00,0.3,TEMP,0,,19.9,°C,Fair
DEU01457,2023-07-05,00:00,0.3,pH,0,,8.0,---,Fair
DEU01457,2023-07-20,00:00,0.3,TEMP,0,,20.7,°C,Fair
DEU01457,2023-09-06,00:00,0.3,TEMP,0,,19.2,°C,Fair
DEU01457,2023-09-06,00:00,0.3,O2-Dis,0,,7.9,mg/l,Fair
DEU01457,2023-09-21,00:00,0.3,O2-Dis,0,,7.6,mg/l,Fair
DEU01457,2023-10-05,00:00,0.3,O2-Dis,0,,7.82,mg/l,Fair
DEU01457,2023-11-08,00:00,0.3,TEMP,0,,9.4,°C,Fair
DEU01457,2023-01-19,00:00,0.3,pH,0,,8.1,---,Fair
DEU01457,2023-04-05,00:00,0.3,TEMP,0,,8.1,°C,Fair
DEU01457,2023-05-25,00:00,0.3,TEMP,0,,16.3,°C,Fair
DEU01457,2023-06-22,00:00,0.3,O2-Dis,0,,9.54,mg/l,Fair
DEU01457,2023-06-22,00:00,0.3,pH,0,,8.2,---,Fair
DEU01457,2023-08-09,00:00,0.3,pH,0,,7.9,---,Fair
DEU01457,2023-08-24,00:00,0.3,TEMP,0,,22.7,°C,Fair
DEU01457,2023-09-21,00:00,0.3,pH,0,,8.0,---,Fair
DEU01457,2023-10-19,00:00,0.3,O2-Dis,0,,9.57,mg/l,Fair
DEU01457,2023-11-23,00:00,0.3,O2-Dis,0,,11.14,mg/l,Fair
DEU01457,2023-12-21,00:00,0.3,O2-Dis,0,,11.43,mg/l,Fair
DEU01457,2023-01-19,00:00,0.3,TEMP,0,,4.1,°C,Fair
DEU01457,2023-03-02,00:00,0.3,TEMP,0,,4.3,°C,Fair
DEU01457,2023-03-02,00:00,0.3,pH,0,,8.4,---,Fair
DEU01457,2023-04-20,00:00,0.3,TEMP,0,,10.9,°C,Fair
DEU01457,2023-05-03,00:00,0.3,O2-Dis,0,,14.07,mg/l,Fair
DEU01457,2023-07-20,00:00,0.3,pH,0,,7.9,---,Fair
DEU01457,2023-10-05,00:00,0.3,pH,0,,8.0,---,Fair
DEU01457,2023-11-08,00:00,0.3,pH,0,,8.1,---,Fair
DEU01457,2023-11-23,00:00,0.3,TEMP,0,,8.0,°C,Fair
DEU01457,2023-12-21,00:00,0.3,TEMP,0,,7.3,°C,Fair
DEU01457,2023-12-21,00:00,0.3,pH,0,,8.1,---,Fair
DEU01457,2023-01-04,00:00,0.3,O2-Dis,0,,11.36,mg/l,Fair
DEU01457,2023-02-23,00:00,0.3,TEMP,0,,7.5,°C,Fair
DEU01457,2023-02-23,00:00,0.3,O2-Dis,0,,11.64,mg/l,Fair
DEU01457,2023-03-23,00:00,0.3,O2-Dis,0,,11.27,mg/l,Fair
DEU01457,2023-03-23,00:00,0.3,pH,0,,8.1,---,Fair
DEU01457,2023-04-20,00:00,0.3,pH,0,,8.1,---,Fair
DEU01457,2023-05-03,00:00,0.3,TEMP,0,,13.4,°C,Fair
DEU01457,2023-06-22,00:00,0.3,TEMP,0,,25.2,°C,Fair
DEU01457,2023-07-05,00:00,0.3,O2-Dis,0,,8.4,mg/l,Fair
DEU01457,2023-08-09,00:00,0.3,TEMP,0,,17.6,°C,Fair
DEU01457,2023-09-06,00:00,0.3,pH,0,,8.03,---,Fair
DEU01457,2023-09-21,00:00,0.3,TEMP,0,,19.2,°C,Fair
DEU01457,2023-10-05,00:00,0.3,TEMP,0,,15.3,°C,Fair
DEU01457,2023-11-08,00:00,0.3,O2-Dis,0,,10.34,mg/l,Fair
DEU01457,2023-11-23,00:00,0.3,pH,0,,8.0,---,Fair
DEU01457,2023-12-06,00:00,0.3,TEMP,0,,2.1,°C,Fair
DEU01457,2023-12-06,00:00,0.3,O2-Dis,0,,13.14,mg/l,Fair
DEU01457,2023-12-06,00:00,0.3,pH,0,,8.1,---,Fair
DEU01457,2023-01-04,00:00,0.3,TEMP,0,,7.5,°C,Fair
DEU01457,2023-01-04,00:00,0.3,pH,0,,8.3,---,Fair
DEU01457,2023-02-08,00:00,0.3,pH,0,,8.0,---,Fair
DEU01457,2023-03-02,00:00,0.3,O2-Dis,0,,13.01,mg/l,Fair
DEU01457,2023-03-23,00:00,0.3,TEMP,0,,10.3,°C,Fair
DEU01457,2023-04-05,00:00,0.3,O2-Dis,0,,12.22,mg/l,Fair
DEU01457,2023-05-03,00:00,0.3,pH,0,,8.6,---,Fair
DEU01457,2023-05-25,00:00,0.3,O2-Dis,0,,6.65,mg/l,Fair
DEU01457,2023-06-07,00:00,0.3,pH,0,,7.9,---,Fair
DEU01457,2023-07-20,00:00,0.3,O2-Dis,0,,6.03,mg/l,Fair
DEU01457,2023-08-09,00:00,0.3,O2-Dis,0,,7.68,mg/l,Fair
DEU01457,2023-08-24,00:00,0.3,O2-Dis,0,,7.95,mg/l,Fair
DEU01457,2023-08-24,00:00,0.3,pH,0,,8.1,---,Fair
DEU01457,2023-10-19,00:00,0.3,TEMP,0,,10.1,°C,Fair
DEU01457,2023-10-19,00:00,0.3,pH,0,,8.0,---,Fair
DEU01458,2023-01-09,00:00,0.3,TEMP,0,,7.1,°C,Fair
DEU01458,2023-01-23,00:00,0.3,O2-Dis,0,,10.75,mg/l,Fair
DEU01458,2023-03-27,00:00,0.3,TEMP,0,,8.7,°C,Fair
DEU01458,2023-04-24,00:00,0.3,O2-Dis,0,,10.16,mg/l,Fair
DEU01458,2023-05-30,00:00,0.3,pH,0,,8.1,---,Fair
DEU01458,2023-06-12,00:00,0.3,TEMP,0,,22.3,°C,Fair
DEU01458,2023-06-12,00:00,0.3,pH,0,,8.4,---,Fair
DEU01458,2023-06-26,00:00,0.3,O2-Dis,0,,6.48,mg/l,Fair
DEU01458,2023-08-14,00:00,0.3,TEMP,0,,21.9,°C,Fair
DEU01458,2023-09-11,00:00,0.3,pH,0,,8.07,---,Fair
DEU01458,2023-09-25,00:00,0.3,O2-Dis,0,,7.97,mg/l,Fair
DEU01458,2023-10-23,00:00,0.3,TEMP,0,,9.9,°C,Fair
DEU01458,2023-11-13,00:00,0.3,O2-Dis,0,,9.15,mg/l,Fair
DEU01458,2023-12-11,00:00,0.3,O2-Dis,0,,9.36,mg/l,Fair
DEU01458,2023-12-11,00:00,0.3,pH,0,,7.9,---,Fair
DEU01458,2023-02-13,00:00,0.3,TEMP,0,,8.3,°C,Fair
DEU01458,2023-02-27,00:00,0.3,TEMP,0,,3.8,°C,Fair
DEU01458,2023-03-27,00:00,0.3,O2-Dis,0,,10.15,mg/l,Fair
DEU01458,2023-03-27,00:00,0.3,pH,0,,7.9,---,Fair
DEU01458,2023-04-11,00:00,0.3,TEMP,0,,11.6,°C,Fair
DEU01458,2023-04-11,00:00,0.3,O2-Dis,0,,10.25,mg/l,Fair
DEU01458,2023-04-24,00:00,0.3,pH,0,,8.0,---,Fair
DEU01458,2023-05-15,00:00,0.3,TEMP,0,,17.8,°C,Fair
DEU01458,2023-06-26,00:00,0.3,pH,0,,7.7,---,Fair
DEU01458,2023-07-10,00:00,0.3,TEMP,0,,23.4,°C,Fair
DEU01458,2023-07-24,00:00,0.3,TEMP,0,,18.4,°C,Fair
DEU01458,2023-08-14,00:00,0.3,O2-Dis,0,,8.28,mg/l,Fair
DEU01458,2023-08-28,00:00,0.3,TEMP,0,,18.1,°C,Fair
DEU01458,2023-08-28,00:00,0.3,O2-Dis,0,,8.05,mg/l,Fair
DEU01458,2023-09-25,00:00,0.3,TEMP,0,,14.1,°C,Fair
